,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,human_interference,smell_quality,c_molybdites,spore_color,no_rings
4515,1,4,3,2,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,3,4,4,4,1,1,1,1,1
4516,1,1,2,4,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,3,4,4,2,1,1,1,1,1
4517,1,1,2,4,2,5,1,1,2,4,1,3,3,4,5,4,1,1,1,3,4,4,2,1,1,1,1,1
4518,1,1,2,4,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,4,4,1,1,1,1,1
4519,2,1,1,7,1,4,1,1,2,5,1,5,1,1,6,1,1,1,2,2,5,6,6,0,0,1,1,1
4520,1,4,3,4,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,4,4,1,1,1,1,1
4521,1,1,3,2,2,5,1,1,2,3,1,3,3,4,3,4,1,1,1,3,4,4,4,1,1,1,1,1
4522,1,1,2,1,2,8,1,1,1,9,2,5,1,1,3,2,1,1,1,2,5,4,7,1,0,1,1,1
4523,1,1,2,4,2,5,1,1,2,3,1,3,3,4,5,4,1,1,1,3,4,5,4,1,1,1,1,1
4524,1,4,2,4,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,3,4,4,5,0,1,1,1,1
4525,1,4,2,4,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,3,4,5,4,1,1,1,1,1
4526,1,4,3,2,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,3,4,5,2,1,1,1,1,1
4527,1,1,2,2,2,5,1,1,2,3,1,3,3,4,4,5,1,1,1,3,4,4,4,1,1,1,1,1
4528,1,1,3,2,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,3,4,4,2,1,1,1,1,1
4529,1,4,3,4,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,3,4,5,5,0,1,1,1,1
4530,1,1,2,4,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,3,4,4,5,0,1,1,1,1
4531,1,4,3,2,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,3,4,5,2,1,1,1,1,1
4532,1,1,3,2,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,3,4,5,2,1,1,1,1,1
4533,2,1,2,8,2,4,1,1,1,6,1,5,1,2,1,1,1,1,1,4,4,4,4,1,0,1,1,1
4534,2,4,2,7,1,4,1,1,2,8,1,5,1,1,6,6,1,1,2,2,5,6,6,0,0,1,1,1
4535,1,4,2,2,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,3,4,5,4,1,1,1,1,1
4536,1,1,2,2,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,3,4,5,5,0,1,1,1,1
4537,1,1,2,4,2,5,1,1,2,3,1,3,3,4,3,4,1,1,1,3,4,4,2,1,1,1,1,1
4538,1,4,3,4,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,3,4,5,4,1,1,1,1,1
4539,1,4,2,4,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,3,4,4,2,1,1,1,1,1
4540,1,4,3,4,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,3,4,5,2,1,1,1,1,1
4541,1,4,2,4,2,5,1,1,2,4,1,3,3,4,4,5,1,1,1,3,4,4,2,1,1,1,1,1
4542,1,1,3,2,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,5,2,1,1,1,1,1
4543,1,4,3,2,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,3,4,4,4,1,1,1,1,1
4544,1,4,3,4,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,3,4,4,4,1,1,1,1,1
4545,1,4,2,2,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,3,4,4,2,1,1,1,1,1
4546,1,4,2,2,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,5,2,1,1,1,1,1
4547,1,4,3,4,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,4,2,1,1,1,1,1
4548,1,4,1,7,1,5,1,1,2,5,2,3,1,2,1,1,1,1,1,1,4,4,2,1,1,1,1,1
4549,1,4,1,3,1,4,1,1,2,3,1,3,1,1,1,1,1,1,2,1,6,4,3,1,0,0,1,1
4550,1,1,2,2,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,3,4,5,5,0,1,1,1,1
4551,1,4,3,2,2,5,1,1,2,4,1,3,3,4,5,4,1,1,1,3,4,4,5,0,1,1,1,1
4552,1,4,2,4,2,5,1,1,2,3,1,3,3,4,3,2,1,1,1,3,4,4,2,1,1,1,1,1
4553,1,1,2,2,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,4,4,1,1,1,1,1
4554,1,1,3,2,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,4,5,0,1,1,1,1
4555,1,1,3,2,2,5,1,1,2,3,1,3,3,4,3,4,1,1,1,3,4,5,4,1,1,1,1,1
4556,2,4,3,4,1,4,1,1,2,7,2,3,1,1,2,3,1,1,1,1,2,4,4,1,0,1,1,1
4557,2,1,2,8,2,4,1,1,1,7,1,5,1,2,1,1,1,1,1,4,4,4,4,1,0,1,1,1
4558,1,1,2,4,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,3,4,5,4,1,1,1,1,1
4559,1,4,3,2,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,3,4,4,2,1,1,1,1,1
4560,1,1,2,2,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,3,4,4,4,1,1,1,1,1
4561,1,4,2,4,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,3,4,4,4,1,1,1,1,1
4562,1,1,2,2,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,5,5,0,1,1,1,1
4563,1,1,3,2,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,3,4,4,4,1,1,1,1,1
4564,1,1,2,2,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,5,5,0,1,1,1,1
4565,1,4,3,2,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,3,4,4,2,1,1,1,1,1
4566,1,1,2,4,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,5,5,0,1,1,1,1
4567,1,4,2,4,2,5,1,1,2,4,1,3,3,4,4,5,1,1,1,3,4,5,2,1,1,1,1,1
4568,1,4,2,4,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,4,5,0,1,1,1,1
4569,1,1,3,2,2,5,1,1,2,3,1,3,3,4,3,2,1,1,1,3,4,5,5,0,1,1,1,1
4570,2,4,3,5,1,4,1,1,2,5,2,3,1,1,1,3,1,1,1,1,2,4,4,1,0,1,1,1
4571,1,1,2,2,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,3,4,5,4,1,1,1,1,1
4572,1,4,3,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,3,4,4,4,1,1,1,1,1
4573,1,1,2,4,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,5,5,0,1,1,1,1
4574,1,4,2,4,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,3,4,4,5,0,1,1,1,1
4575,1,4,3,4,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,3,4,5,5,0,1,1,1,1
4576,1,4,3,4,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,3,4,5,4,1,1,1,1,1
4577,1,4,3,4,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,3,4,4,2,1,1,1,1,1
4578,1,4,2,4,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,3,4,5,4,1,1,1,1,1
4579,1,4,3,2,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,3,4,4,4,1,1,1,1,1
4580,1,1,3,2,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,3,4,5,4,1,1,1,1,1
4581,1,1,2,4,2,5,1,1,2,4,1,3,3,4,4,5,1,1,1,3,4,4,5,0,1,1,1,1
4582,1,1,2,4,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,3,4,5,5,0,1,1,1,1
4583,1,1,3,3,2,6,1,1,1,3,1,3,1,1,1,1,1,1,1,1,2,4,4,1,1,1,1,1
4584,1,4,3,4,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,3,4,5,4,1,1,1,1,1
4585,1,1,3,2,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,3,4,4,5,0,1,1,1,1
4586,1,4,2,4,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,3,4,4,4,1,1,1,1,1
4587,1,1,3,2,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,3,4,4,2,1,1,1,1,1
4588,1,4,2,4,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,3,4,4,4,1,1,1,1,1
4589,1,4,2,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,3,4,4,4,1,1,1,1,1
4590,1,4,3,2,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,5,5,0,1,1,1,1
4591,1,1,2,4,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,3,4,4,2,1,1,1,1,1
4592,1,4,2,2,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,3,4,4,2,1,1,1,1,1
4593,1,4,3,2,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,5,5,0,1,1,1,1
4594,1,1,3,2,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,3,4,4,4,1,1,1,1,1
4595,1,4,3,2,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,3,4,4,2,1,1,1,1,1
4596,1,1,2,2,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,3,4,5,5,0,1,1,1,1
4597,1,4,3,2,2,5,1,1,2,3,1,3,3,4,5,4,1,1,1,3,4,5,4,1,1,1,1,1
4598,1,1,3,2,2,5,1,1,2,4,1,3,3,4,5,4,1,1,1,3,4,4,2,1,1,1,1,1
4599,1,4,2,4,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,3,4,5,4,1,1,1,1,1
4600,1,4,3,4,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,3,4,5,4,1,1,1,1,1
4601,1,4,3,2,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,4,2,1,1,1,1,1
4602,1,4,3,4,2,5,1,1,2,4,1,3,3,4,5,4,1,1,1,3,4,4,4,1,1,1,1,1
4603,1,4,3,4,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,3,4,5,2,1,1,1,1,1
4604,1,4,3,2,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,4,4,1,1,1,1,1
4605,1,1,2,2,2,5,1,1,2,3,1,3,3,4,3,2,1,1,1,3,4,5,4,1,1,1,1,1
4606,1,1,2,2,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,3,4,4,4,1,1,1,1,1
4607,1,4,3,2,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,3,4,5,4,1,1,1,1,1
4608,1,1,2,2,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,3,4,4,4,1,1,1,1,1
4609,1,1,2,2,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,3,4,4,2,1,1,1,1,1
4610,1,1,2,1,2,7,1,1,1,9,2,5,1,1,3,1,1,1,1,2,5,4,4,1,1,1,1,1
4611,2,4,2,7,1,4,1,1,2,5,1,5,1,1,1,1,1,1,2,2,5,6,6,0,0,1,1,1
4612,1,1,3,2,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,3,4,4,2,1,1,1,1,1
4613,1,1,2,2,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,3,4,5,4,1,1,1,1,1
4614,1,4,2,4,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,3,4,5,4,1,1,1,1,1
4615,1,1,2,2,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,3,4,5,4,1,1,1,1,1
4616,1,4,2,4,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,3,4,4,5,0,1,1,1,1
4617,1,4,2,4,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,3,4,5,4,1,1,1,1,1
4618,1,4,3,4,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,3,4,4,5,0,1,1,1,1
4619,1,1,3,2,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,3,4,4,5,0,1,1,1,1
4620,1,4,3,2,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,3,4,5,2,1,1,1,1,1
4621,1,4,3,2,2,5,1,1,2,3,1,3,3,4,3,2,1,1,1,3,4,5,4,1,1,1,1,1
4622,1,4,2,4,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,3,4,4,5,0,1,1,1,1
4623,1,4,2,4,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,3,4,5,2,1,1,1,1,1
4624,1,4,3,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,3,4,5,2,1,1,1,1,1
4625,1,4,2,4,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,4,4,1,1,1,1,1
4626,1,4,3,4,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,3,4,4,4,1,1,1,1,1
4627,1,4,2,4,2,5,1,1,2,3,1,3,3,4,3,4,1,1,1,3,4,4,5,0,1,1,1,1
4628,1,1,3,4,2,6,1,1,1,7,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
4629,1,4,1,7,1,5,1,1,2,5,2,3,2,2,1,1,1,1,1,1,4,4,2,1,1,1,1,1
4630,2,4,3,5,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,1,4,4,1,0,1,1,1
4631,1,1,2,2,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,4,5,0,1,1,1,1
4632,1,1,2,4,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,3,4,5,4,1,1,1,1,1
4633,1,4,2,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,3,4,4,2,1,1,1,1,1
4634,2,4,3,4,1,4,1,1,2,7,2,3,1,1,3,1,1,1,1,1,1,4,4,1,0,1,1,1
4635,1,1,2,2,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,3,4,5,4,1,1,1,1,1
4636,1,1,2,2,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,3,4,4,5,0,1,1,1,1
4637,1,4,3,2,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,3,4,5,5,0,1,1,1,1
4638,1,1,3,2,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,3,4,4,5,0,1,1,1,1
4639,1,1,3,2,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,3,4,5,4,1,1,1,1,1
4640,1,1,2,4,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,4,2,1,1,1,1,1
4641,1,4,1,3,1,5,1,1,2,5,2,3,1,2,1,1,1,1,1,1,4,1,1,0,1,1,1,1
4642,1,1,2,4,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,3,4,4,4,1,1,1,1,1
4643,1,1,3,2,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,4,2,1,1,1,1,1
4644,1,4,2,4,2,5,1,1,2,3,1,3,3,4,3,2,1,1,1,3,4,5,5,0,1,1,1,1
4645,1,1,2,4,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,3,4,4,5,0,1,1,1,1
4646,1,1,3,2,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,3,4,4,4,1,1,1,1,1
4647,2,4,2,8,2,4,1,1,1,6,1,5,1,2,1,1,1,1,1,4,4,4,4,1,0,1,1,1
4648,1,4,3,2,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,3,4,5,4,1,1,1,1,1
4649,1,4,2,4,2,5,1,1,2,4,1,3,3,4,5,4,1,1,1,3,4,4,2,1,1,1,1,1
4650,1,1,2,2,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,3,4,5,2,1,1,1,1,1
4651,1,4,3,4,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,5,2,1,1,1,1,1
4652,2,4,2,1,1,4,1,1,2,2,2,3,1,1,3,2,1,1,1,1,2,5,4,1,0,1,1,1
4653,1,1,3,2,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,3,4,4,5,0,1,1,1,1
4654,1,4,3,4,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,5,4,1,1,1,1,1
4655,1,1,2,4,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,3,4,5,5,0,1,1,1,1
4656,1,4,3,2,2,5,1,1,2,4,1,3,3,4,4,5,1,1,1,3,4,5,2,1,1,1,1,1
4657,1,1,3,2,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,3,4,4,4,1,1,1,1,1
4658,1,1,2,2,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,4,5,0,1,1,1,1
4659,1,1,3,2,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,4,5,0,1,1,1,1
4660,1,4,2,4,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,3,4,4,2,1,1,1,1,1
4661,1,1,1,3,1,5,1,1,2,6,2,3,2,2,1,1,1,1,1,1,4,1,1,0,1,1,1,1
4662,2,4,2,5,1,4,1,1,2,5,1,5,1,1,1,1,1,1,2,2,5,6,6,0,0,1,1,1
4663,2,1,2,8,2,4,1,1,1,5,1,5,1,2,1,1,1,1,1,4,4,5,4,1,0,1,1,1
4664,1,1,2,2,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,3,4,4,2,1,1,1,1,1
4665,1,1,2,4,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,3,4,5,4,1,1,1,1,1
4666,1,1,3,2,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,3,4,5,5,0,1,1,1,1
4667,1,4,3,4,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,3,4,5,4,1,1,1,1,1
4668,1,1,2,4,2,5,1,1,2,3,1,3,3,4,3,4,1,1,1,3,4,5,5,0,1,1,1,1
4669,1,4,3,4,2,5,1,1,2,6,1,3,3,4,5,5,1,1,1,3,4,5,2,1,1,1,1,1
4670,1,4,3,2,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,3,4,5,2,1,1,1,1,1
4671,1,1,2,4,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,3,4,5,5,0,1,1,1,1
4672,1,4,2,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,3,4,5,5,0,1,1,1,1
4673,2,4,1,6,1,4,1,1,2,5,1,5,1,1,1,6,1,1,2,2,5,6,6,0,0,1,1,1
4674,1,4,3,4,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,3,4,5,5,0,1,1,1,1
4675,1,1,2,2,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,3,4,5,5,0,1,1,1,1
4676,1,1,2,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,3,4,5,5,0,1,1,1,1
4677,1,4,3,2,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,4,2,1,1,1,1,1
4678,1,1,3,2,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,3,4,5,4,1,1,1,1,1
4679,1,4,2,4,2,5,1,1,2,3,1,3,3,4,4,4,1,1,1,3,4,5,4,1,1,1,1,1
4680,1,4,2,2,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,3,4,5,5,0,1,1,1,1
4681,1,1,2,4,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,3,4,5,2,1,1,1,1,1
4682,1,1,2,4,2,5,1,1,2,3,1,3,3,4,5,5,1,1,1,3,4,5,4,1,1,1,1,1
4683,1,4,3,2,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,3,4,5,5,0,1,1,1,1
4684,1,4,3,4,2,5,1,1,2,4,1,3,3,4,5,5,1,1,1,3,4,5,4,1,1,1,1,1
4685,1,1,2,4,2,5,1,1,2,6,1,3,3,4,5,5,1,1,1,3,4,5,5,0,1,1,1,1
4686,1,4,3,2,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,3,4,4,5,0,1,1,1,1
4687,1,4,2,4,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,4,4,1,1,1,1,1
4688,1,1,2,4,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,3,4,5,2,1,1,1,1,1
4689,1,4,3,4,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,3,4,4,4,1,1,1,1,1
4690,1,1,2,4,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,5,2,1,1,1,1,1
4691,1,4,3,4,2,5,1,1,2,4,1,3,3,4,3,5,1,1,1,3,4,4,4,1,1,1,1,1
4692,1,1,2,2,2,5,1,1,2,3,1,3,3,4,5,4,1,1,1,3,4,5,5,0,1,1,1,1
4693,1,1,3,2,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,3,4,5,2,1,1,1,1,1
4694,1,1,2,4,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,3,4,4,5,0,1,1,1,1
4695,1,4,3,2,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,4,5,0,1,1,1,1
4696,2,4,2,1,1,4,1,1,2,2,2,3,1,1,1,3,1,1,1,1,2,5,4,1,0,1,1,1
4697,1,4,3,4,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,3,4,5,4,1,1,1,1,1
4698,1,1,2,2,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,3,4,5,5,0,1,1,1,1
4699,1,1,1,4,1,5,1,1,2,6,2,3,2,2,1,1,1,1,1,1,4,1,2,1,1,1,1,1
4700,1,4,2,2,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,3,4,4,5,0,1,1,1,1
4701,1,1,2,2,2,5,1,1,2,4,1,3,3,4,4,2,1,1,1,3,4,4,5,0,1,1,1,1
4702,1,1,3,3,2,6,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
4703,1,1,3,2,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,3,4,5,4,1,1,1,1,1
4704,1,4,1,7,1,5,1,1,2,6,2,3,2,1,1,1,1,1,1,1,4,1,1,0,1,1,1,1
4705,1,1,2,2,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,3,4,5,2,1,1,1,1,1
4706,1,1,2,4,2,5,1,1,2,6,1,3,3,4,4,2,1,1,1,3,4,5,4,1,1,1,1,1
4707,1,4,3,2,2,5,1,1,2,3,1,3,3,4,5,4,1,1,1,3,4,5,2,1,1,1,1,1
4708,1,4,1,6,1,4,1,1,2,5,1,3,1,1,1,1,1,1,2,1,6,4,2,1,0,0,1,1
4709,1,4,1,7,1,5,1,1,2,4,2,3,2,2,1,1,1,1,1,1,4,4,1,0,1,1,1,1
4710,1,1,2,4,2,5,1,1,2,3,1,3,3,4,5,4,1,1,1,3,4,4,2,1,1,1,1,1
4711,1,1,2,4,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,3,4,5,2,1,1,1,1,1
4712,1,1,2,4,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,3,4,4,2,1,1,1,1,1
4713,1,4,3,4,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,5,5,0,1,1,1,1
4714,1,4,3,4,2,5,1,1,2,3,1,3,3,4,3,2,1,1,1,3,4,4,5,0,1,1,1,1
4715,1,1,3,2,2,5,1,1,2,6,1,3,3,4,3,2,1,1,1,3,4,5,5,0,1,1,1,1
4716,1,4,3,2,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,3,4,4,5,0,1,1,1,1
4717,2,4,2,8,2,4,1,1,1,7,1,5,1,2,1,1,1,1,1,4,4,4,4,1,0,1,1,1
4718,1,1,3,2,2,5,1,1,2,3,1,3,3,4,5,4,1,1,1,3,4,5,2,1,1,1,1,1
4719,2,4,3,5,1,4,1,1,2,5,2,3,1,1,2,1,1,1,1,1,2,4,4,1,0,1,1,1
4720,1,4,3,2,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,3,4,5,2,1,1,1,1,1
4721,1,1,3,2,2,5,1,1,2,3,1,3,3,4,3,2,1,1,1,3,4,4,2,1,1,1,1,1
4722,1,1,2,1,2,5,1,1,1,9,2,5,3,1,3,2,1,1,1,2,5,4,7,1,1,1,1,1
4723,1,1,2,4,2,5,1,1,2,3,1,3,3,4,5,4,1,1,1,3,4,5,2,1,1,1,1,1
4724,1,1,3,2,2,5,1,1,2,4,1,3,3,4,5,2,1,1,1,3,4,5,4,1,1,1,1,1
4725,1,4,3,4,2,5,1,1,2,4,1,3,3,4,3,2,1,1,1,3,4,5,2,1,1,1,1,1
4726,1,1,2,4,2,5,1,1,2,3,1,3,3,4,5,4,1,1,1,3,4,4,5,0,1,1,1,1
4727,1,1,2,4,2,5,1,1,2,6,1,3,3,4,5,4,1,1,1,3,4,5,2,1,1,1,1,1
4728,1,1,3,2,2,5,1,1,2,6,1,3,3,4,5,2,1,1,1,3,4,5,4,1,1,1,1,1
4729,1,4,3,2,2,5,1,1,2,6,1,3,3,4,4,5,1,1,1,3,4,5,2,1,1,1,1,1
4730,1,4,2,4,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,3,4,4,5,0,1,1,1,1
4731,1,4,2,4,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,3,4,5,2,1,1,1,1,1
4732,2,4,2,1,1,4,1,1,2,2,2,3,1,1,3,1,1,1,1,1,2,5,4,1,0,1,1,1
4733,1,1,2,2,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,3,4,4,2,1,1,1,1,1
4734,2,4,3,5,1,4,1,1,2,5,2,3,1,1,1,1,1,1,1,1,1,5,4,1,0,1,1,1
4735,1,1,3,2,2,5,1,1,2,6,1,3,3,4,5,5,1,1,1,3,4,5,4,1,1,1,1,1
4736,1,1,2,4,2,5,1,1,2,6,1,3,3,4,3,4,1,1,1,3,4,5,5,0,1,1,1,1
4737,1,4,2,4,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,3,4,5,5,0,1,1,1,1
4738,1,1,3,2,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,3,4,5,5,0,1,1,1,1
4739,1,4,3,4,2,5,1,1,2,6,1,3,3,4,4,4,1,1,1,3,4,4,4,1,1,1,1,1
4740,1,4,3,4,2,5,1,1,2,4,1,3,3,4,3,4,1,1,1,3,4,4,4,1,1,1,1,1
4741,1,4,2,4,2,5,1,1,2,4,1,3,3,4,4,4,1,1,1,3,4,5,5,0,1,1,1,1
4742,1,4,2,4,2,5,1,1,2,3,1,3,3,4,3,5,1,1,1,3,4,5,2,1,1,1,1,1
4743,1,1,3,2,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,3,4,4,4,1,1,1,1,1
4744,1,1,2,2,2,5,1,1,2,6,1,3,3,4,3,5,1,1,1,3,4,5,5,0,1,1,1,1
4745,1,4,3,2,2,5,1,1,2,3,1,3,3,4,4,2,1,1,1,3,4,4,4,1,1,1,1,1
4746,1,1,2,4,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,3,4,5,4,1,1,1,1,1
4747,1,4,3,2,2,5,1,1,2,3,1,3,3,4,3,4,1,1,1,3,4,5,5,0,1,1,1,1
4748,1,4,2,4,2,5,1,1,2,3,1,3,3,4,5,2,1,1,1,3,4,4,4,1,1,1,1,1
